ctime,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,heap_blks_read,heap_blks_hit,idx_blks_read,idx_blks_hit,toast_blks_read,toast_blks_hit,tidx_blks_read,tidx_blks_hit
1416684981.46417,pg_catalog,pg_attrdef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416684981.46417,pg_catalog,pg_db_role_setting,0,0,156940,0,0,0,0,0,0,0,0,0,399,156541,0,0,0,0
1416684981.46417,pg_toast,pg_toast_12713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416684981.46417,pg_catalog,pg_rowsecurity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416684981.46417,pg_catalog,pg_description,0,0,5068,0,0,0,0,0,0,0,0,0,1610,9668,0,0,0,0
1416684981.46417,pg_catalog,pg_foreign_data_wrapper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416684981.46417,pg_catalog,pg_conversion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416684981.46417,public,nation,0,0,,,0,0,0,0,0,0,0,0,,,,,,
1416684981.46417,public,lineitem,0,0,,,0,0,0,0,0,0,0,0,,,,,,
1416684981.46417,pg_catalog,pg_class,13308,2989736,900960,824401,2026,628,2016,614,309,73,8294,944329,8031,1885868,,,,
1416684981.46417,information_schema,sql_implementation_info,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
1416684981.46417,pg_catalog,pg_opfamily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416684981.46417,pg_catalog,pg_auth_members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416684981.46417,pg_catalog,pg_operator,0,0,282675,1479336,0,0,0,0,0,0,7163,1024044,6324,612979,,,,
1416684981.46417,information_schema,sql_languages,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
1416684981.46417,pg_toast,pg_toast_12693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416684981.46417,pg_catalog,pg_attribute,2772,18900,735900,1659291,7462,200,7328,171,2470,268,25117,822928,6824,1541390,,,,
1416684981.46417,pg_toast,pg_toast_12698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416684981.46417,pg_catalog,pg_tablespace,2,4,25988,25988,0,0,0,0,0,0,686,25304,1431,50665,,,,
1416684981.46417,pg_catalog,pg_statistic,0,0,201501,193803,1634,4613,1634,3917,401,139,19477,187606,2216,432084,48221,192289,2880,293834
1416684981.46417,pg_toast,pg_toast_12703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416684981.46417,information_schema,sql_packages,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
1416684981.46417,information_schema,sql_sizing_profiles,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
1416684981.46417,pg_catalog,pg_aggregate,0,0,19547,19547,0,0,0,0,0,0,1379,18168,3185,30885,,,,
1416684981.46417,pg_catalog,pg_inherits,0,0,1142,0,0,0,0,0,0,0,0,0,572,570,,,,
1416684981.46417,public,time_statistics,0,0,,,1,0,0,0,1,0,1,0,,,,,,
1416684981.46417,pg_catalog,pg_enum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416684981.46417,public,part,0,0,,,0,0,0,0,0,0,0,0,,,,,,
1416684981.46417,pg_toast,pg_toast_2396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416684981.46417,pg_catalog,pg_pltemplate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416684981.46417,pg_toast,pg_toast_2618,0,0,3657,11678,0,0,0,0,0,0,2289,2197,668,5232,,,,
1416684981.46417,pg_toast,pg_toast_3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416684981.46417,information_schema,sql_features,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
1416684981.46417,pg_toast,pg_toast_2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416684981.46417,pg_toast,pg_toast_12723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416684981.46417,pg_toast,pg_toast_2964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416684981.46417,pg_catalog,pg_database,3805,14740,127604,127602,1,0,0,0,1,0,277,131131,1847,204149,,,,
1416684981.46417,information_schema,sql_sizing,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
1416684981.46417,pg_toast,pg_toast_2620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416684981.46417,pg_catalog,pg_depend,0,0,47545,51106,8728,0,8699,0,7046,1194,9052,59027,12953,122403,,,,
1416684981.46417,pg_catalog,pg_language,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416684981.46417,pg_catalog,pg_amproc,504,1008,167345,355866,0,0,0,0,0,0,1889,164398,1476,370958,,,,
1416684981.46417,pg_catalog,pg_collation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
