# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416685038;55478220;209046204;79.03;304788;5783444;207474592;76.02
axle;60;1416685098;53466872;211057552;79.79;304828;7795992;207469000;76.02
axle;60;1416685158;53459848;211064576;79.79;304868;7797700;207469000;76.02
axle;60;1416685218;53458836;211065588;79.79;304912;7799120;207469188;76.02
axle;60;1416685278;53455344;211069080;79.79;304948;7800944;207469000;76.02
axle;60;1416685338;50169776;214354648;81.03;304988;7802904;210919116;77.29
axle;60;1416685398;52047592;212476832;80.32;305028;7805068;209071268;76.61
axle;60;1416685458;53450684;211073740;79.79;305048;7811804;207477188;76.02
