Linux 3.0.101-0.15-default (axle) 	11/22/2014 	_x86_64_

08:45:06 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:46:06 PM     all      6.23      0.00      6.71      0.03      0.00     87.03
08:47:06 PM     all      6.90      0.00      5.91      0.00      0.00     87.18
08:48:06 PM     all      4.52      0.00      1.88      0.00      0.00     93.60
08:49:06 PM     all      5.41      0.00      0.91      0.00      0.00     93.68
08:50:06 PM     all      5.14      0.00      1.20      0.00      0.00     93.66
08:51:06 PM     all      5.30      0.00      1.03      0.00      0.00     93.67
08:52:06 PM     all      4.31      0.00      2.07      0.00      0.00     93.61
08:53:06 PM     all      4.54      0.00      1.79      0.00      0.00     93.66
08:54:06 PM     all      6.13      0.00      0.14      0.00      0.00     93.73
08:55:06 PM     all      5.42      0.00      0.88      0.00      0.00     93.70
08:56:06 PM     all      4.73      0.00      1.66      0.00      0.00     93.61
